21.263268,-1.200380,0.370552,1.536331,-0.358513,-1.190639,-0.153655,-0.271856,0.720545,-0.271856,-0.421782,0.991664,0.797991,-0.068866,0.847772,-0.126582,1
,23.365785,-0.021280,0.451040,-0.510965,0.215815,-0.169553,0.397324,-0.147148,-0.101342,0.311477,-0.623431,0.593812,0.372324,-0.277237,0.090934,-0.438796,1
,22.533241,1.275384,-0.391013,1.278398,-0.959963,0.161410,-0.880802,0.242716,-0.326793,0.389613,0.176494,0.890910,-0.350680,0.418086,1.292950,-0.125826,1
,23.844466,-1.174861,-1.079887,0.037120,0.909085,1.065068,0.715755,0.400976,-0.072249,-0.653310,-0.929169,-0.144041,0.522883,-0.129544,-0.050021,0.213570,1
,23.571206,-0.834878,1.695710,0.167188,-1.059099,0.581020,0.275982,0.640022,0.106780,-0.779295,-0.943889,0.144428,-0.335358,-0.808212,-0.392911,-0.274430,1
,21.010839,1.485768,0.964986,0.745950,-1.714298,0.415701,-0.239408,-0.894888,-1.329355,-0.444740,1.095533,1.568306,-0.311167,-0.342277,0.379798,0.033485,1
,17.150952,0.553647,-1.256733,0.534287,0.894931,-1.124179,0.680816,-0.839960,-0.557642,0.086925,-1.559371,0.903163,0.641876,-0.544764,0.405155,0.082099,1
,14.594205,1.859034,-0.547236,0.575782,-0.206654,-0.439579,-0.064947,0.468319,1.836701,-0.120313,-0.459513,0.758873,-0.167545,-0.007742,0.625444,-0.995129,1
,18.483865,-1.209160,2.993929,0.530580,-0.672792,0.452991,1.050945,0.831310,0.170563,-0.616554,-0.915499,0.961306,-0.726855,-0.080272,0.419090,-0.354954,1
,20.349713,0.593460,2.249500,-0.446250,-0.196965,-0.110693,0.320999,0.662552,0.295741,-0.811331,-0.207577,0.147807,0.096792,-0.379510,0.206985,-0.285967,1
,20.508166,2.422016,-1.819850,0.085475,-0.523121,-0.423261,0.043939,-0.499899,-0.769855,-0.586081,0.264189,0.551062,-0.400240,-0.041085,0.387366,-0.206237,1
,15.165358,-2.403834,-0.273680,1.315460,-0.452295,0.003787,-0.760474,-1.231966,-0.109357,0.519854,0.364713,0.710731,0.381972,-0.106440,0.429553,-0.128012,1
,19.379941,-2.685210,0.697149,0.155298,-0.826592,0.338339,-1.281124,-0.623691,-0.070558,-0.008444,0.490994,0.885861,0.202348,-0.788947,0.353794,-0.701449,1
,21.696474,-0.540356,-1.416494,0.766230,-0.765777,0.089711,-0.656071,-0.807942,-0.764181,-0.464596,-1.315482,1.311534,0.498542,0.014955,0.224123,0.056395,1
,15.466783,0.628984,-2.736703,1.450989,-0.033632,0.029409,1.241281,-0.457142,-0.061147,-0.369943,0.414400,0.653569,-0.839454,0.187674,0.225770,-0.112501,1
,17.351862,-1.006177,0.107374,-0.910053,-0.725243,0.467645,-0.424175,0.233787,0.688152,0.620789,-1.100742,0.055471,-0.253074,-0.255610,-0.054615,-0.634176,1
,18.547077,-0.404008,0.001900,0.083684,0.866003,-0.467910,1.079809,0.488529,-0.354846,-0.506361,-0.991920,0.456892,-0.611902,-0.359642,0.417036,-0.214743,1
,17.250739,1.055702,1.858612,0.320152,-1.246375,0.055928,0.029166,-0.235985,0.208531,0.290000,0.854603,0.483363,0.172724,-0.141861,0.504661,0.437236,1
,15.278544,1.092318,1.044425,-0.157397,-0.111689,-0.083954,0.120524,-0.238367,0.176193,0.373244,-0.317066,-0.041564,-0.706592,-0.619179,0.320748,-0.202853,1
,18.265006,-0.702236,1.174972,-0.406531,-0.766911,1.427796,-0.713000,-1.131965,-0.131813,-1.234292,0.054686,-0.032896,0.710196,-0.151327,-0.025838,0.208211,1
,21.399581,0.335586,-1.568201,-1.155907,0.131606,-0.694742,0.356330,-0.208028,1.061440,-0.188935,-0.660172,-0.022217,0.228011,-0.378612,0.545296,-0.309710,1
,17.680860,-1.093234,-3.703032,0.046132,0.313171,0.340321,2.194231,0.630772,0.529827,-1.218160,-0.307329,-0.193234,0.539656,-0.748118,0.363090,-0.353276,1
,18.612172,-0.744843,-3.094473,1.691046,0.154473,1.346939,0.966664,-0.921603,-0.700834,0.210308,0.176168,0.426340,0.199209,0.527897,0.395157,-0.005349,1
,19.053075,-0.302314,-2.666862,1.235498,0.265719,0.551348,0.698203,-0.842981,-1.197470,0.273588,0.960155,1.029306,-0.445795,0.448680,0.280054,-0.045309,1
,18.462590,-1.069056,-2.243813,1.839204,0.638845,0.150261,0.241208,-0.384734,0.610699,-0.599888,-1.206880,0.652692,-0.034534,-0.187913,0.889637,0.453487,1
,18.154902,-1.286960,0.109477,3.688243,-0.630315,0.780254,-0.154810,-0.623503,-1.288290,0.481158,0.313046,0.854591,-0.220264,0.932199,0.202806,0.241121,1
,19.498097,-0.399230,2.978132,0.204663,-0.863861,0.282201,-0.909963,-0.996421,0.257058,-0.459836,-0.050937,0.614531,-0.332206,-0.048135,0.025182,0.228292,1
,18.494570,-0.655615,-3.424244,1.035042,-0.353657,0.177886,0.417612,-1.419834,0.001040,0.852680,0.367815,-0.546504,-0.300948,0.065443,-0.067316,0.107437,1
,20.005295,1.199267,2.044115,-1.663622,0.406771,0.173132,-0.573756,1.004157,0.805846,1.169753,0.049321,-0.285472,-0.189268,-0.367079,0.420162,-0.666379,1
,17.166378,0.595864,4.222031,-0.900976,-0.648506,1.095751,0.796105,-0.194486,-0.346617,-1.668300,-0.214815,0.640487,-0.047191,0.310718,-0.223617,0.313852,1
,19.345198,0.557882,1.822106,-1.273807,-0.123247,0.079112,-0.686977,-0.917390,-1.431405,-0.039749,0.291017,-0.563775,0.483950,-0.579653,0.532483,-0.581599,1
,21.383460,-0.328099,-1.470570,-0.213548,-0.628936,-0.302332,-0.495270,-0.691282,0.692896,0.902287,-0.528945,-0.332312,-0.305660,0.024027,0.189558,0.562719,1
,18.908708,0.253700,0.889387,0.339554,0.300583,0.377083,-0.244569,-0.384849,-0.077173,1.048820,-0.617554,-0.986489,-0.321222,-0.115588,0.281874,0.030598,1
,18.055776,-0.742798,-0.820194,0.259427,-0.022407,0.628391,0.710073,-0.453769,-0.447492,-0.467064,-0.377236,-0.488322,0.130299,-0.129462,0.333379,-0.077708,1
,17.520211,0.148558,-0.492507,0.991791,-0.202544,-1.250415,0.035069,0.471875,-0.226540,0.500467,-0.683445,0.830162,-0.501317,0.251452,0.275460,-0.282590,1
,13.235820,1.056556,0.010355,-1.067111,-0.153407,0.003070,0.350030,-0.782248,-0.351812,0.912998,-0.564312,0.015313,-0.063075,0.209438,0.462125,-0.125822,1
,20.124437,-0.516717,-0.385528,0.702668,-0.153334,0.611821,-0.264121,0.329878,1.405413,0.809111,-0.790622,0.250880,0.309576,-0.672301,0.520339,-0.366006,1
,21.852236,-0.778277,0.472202,1.275161,-0.363496,-0.961723,0.288581,0.374735,0.203541,0.127572,-0.271020,1.140401,0.401829,-1.054516,-0.623477,0.167443,1
,22.468075,-0.845868,-0.367557,0.878162,-0.741553,-0.986412,0.589853,0.093565,0.315185,0.064829,-0.156714,1.224431,0.216176,-0.535666,-0.394410,0.151470,1
,22.743308,-0.151184,-0.539321,1.091509,0.763903,-0.324591,-0.719764,-0.047951,-0.298820,0.574598,-0.272302,-0.798965,0.057305,0.575607,0.080892,-0.016709,1
,21.147576,0.450828,-1.956210,-1.986883,0.944967,-0.583534,0.545230,-0.305551,-0.406515,-0.157407,-0.162052,0.955907,0.364626,0.061999,0.310653,-0.300378,1
,19.473457,0.747953,-2.112884,-1.357325,1.068278,-1.399449,1.009539,-0.102915,1.492808,0.191652,-0.102449,0.417331,-0.144043,0.020207,0.434698,0.125774,1
,21.863296,-0.310211,-0.863092,0.609792,-0.240271,0.204257,0.703529,-0.182554,-0.085323,0.200874,1.261334,0.583360,0.043513,-0.144094,0.155045,0.135348,1
,15.784395,1.004937,0.439281,-1.025854,0.126522,-0.120703,-0.473536,0.631408,1.893111,-0.625825,0.195770,0.016772,0.000398,0.174264,0.081227,-0.524512,1
,23.166102,-0.881722,0.943895,0.927074,-0.647359,0.760926,0.569393,-0.609978,0.088027,-0.344786,-0.383716,-0.220332,-1.008593,0.306339,0.640192,0.258546,1
,18.638611,-0.177055,0.221916,0.921578,-2.048210,-0.662698,0.648831,-0.357773,0.443209,-0.250221,-0.955469,0.400472,-0.151778,-0.765326,-0.308501,0.662214,1
,16.934217,-0.642569,2.517547,1.045808,0.566285,-0.216852,-0.149760,0.519296,0.352966,-0.468169,-0.263823,-0.843488,-0.065966,0.134045,0.302697,0.127724,1
